ID PIP,ID MS,TIP_SWAP,Fecha de Inicio,Fecha de Vencimiento,Nominal Recibe,Tasa de Referencia Recibe,Tasa Fija Recibe,Spread Recibe,Nominal Entrega,Tasa de Referencia Entrega,Tasa Fija Entrega,Spread Entrega,Pata Larga,Pata Corta,Valuación
MSCB0000888,3qtbe,1MXPTIE,23/05/2013,28/04/2033,105000000,T028,0,0,105000000,T028,6.39,0,74907291.88,73958773.17,948518.7121
MSCB0000889,3qtbf,1MXPTIE,23/05/2013,28/04/2033,210000000,T028,0,0,210000000,T028,6.39,0,149814583.8,147917546.3,1897037.424
MSCB0000890,ws35e,1MXPTIE,23/05/2013,11/05/2023,255000000,T028,0,0,255000000,T028,5.49,0,99237116.51,93286219.44,5950897.075
MSCB0000891,ws35f,1MXPTIE,23/05/2013,11/05/2023,157500000,T028,0,0,157500000,T028,5.49,0,61293513.14,57617959.06,3675554.076
MSCB0000892,ws35g,1MXPTIE,23/05/2013,11/05/2023,315000000,T028,0,0,315000000,T028,5.49,0,122587026.3,115235918.1,7351108.151
MSCB0000893,ws35h,1MXPTIE,23/05/2013,11/05/2023,22500000,T028,0,0,22500000,T028,5.49,0,8756216.163,8231137.009,525079.1537
MSCB0000894,ws3vf,1MXPTIE,03/06/2013,08/08/2019,503000000,T028,0,0,503000000,T028,5.4148,0,103481754.3,109032360.3,-5550605.962
MSCB0000895,ws3vg,1MXPTIE,03/06/2013,08/08/2019,308000000,T028,0,0,308000000,T028,5.4148,0,63364573.23,66763353.82,-3398780.589
MSCB0000896,ws3vh,1MXPTIE,03/06/2013,08/08/2019,154000000,T028,0,0,154000000,T028,5.4148,0,31682286.62,33381676.91,-1699390.295
MSCB0000897,ws3vj,1MXPTIE,03/06/2013,08/08/2019,35000000,T028,0,0,35000000,T028,5.4148,0,7200519.686,7586744.753,-386225.0669
MSCB0000898,3qymq,1MXPTIE,07/06/2013,26/05/2023,175263000,T028,0,0,175263000,T028,6.14,0,68724225.85,72368921.09,-3644695.249
MSCB0000899,3qynw,1MXPTIE,07/06/2013,26/05/2023,132632000,T028,0,0,132632000,T028,6.14,0,52007734.22,54765893.22,-2758158.997
MSCB0000900,3qynx,1MXPTIE,07/06/2013,26/05/2023,142105000,T028,0,0,142105000,T028,6.14,0,55722292.29,58677447.79,-2955155.5
MSCB0000901,3qyny,1MXPTIE,07/06/2013,26/05/2023,50000000,T028,0,0,50000000,T028,6.14,0,19606028.04,20645806.9,-1039778.861
MSCB0000902,3qzaq,1MXPTIE,10/06/2013,29/05/2023,18149000,T028,0,0,18149000,T028,6.185,0,7116473.535,7542160.362,-425686.8271
MSCB0000903,3qzb8,1MXPTIE,10/06/2013,29/05/2023,81426000,T028,0,0,81426000,T028,6.185,0,31928259.08,33838115.03,-1909855.947
MSCB0000904,3qzb9,1MXPTIE,10/06/2013,29/05/2023,100425000,T028,0,0,100425000,T028,6.185,0,39378029.35,41733508.97,-2355479.619
MSCB0000905,ws3gu,1MXPTIE,10/06/2013,19/08/2020,277500000,T028,0,0,277500000,T028,5.6835,0,72224781.69,76446493.81,-4221712.127
MSCB0000906,ws3gv,1MXPTIE,10/06/2013,19/08/2020,58500000,T028,0,0,58500000,T028,5.6835,0,15225764.79,16115747.34,-889982.5564
MSCB0000907,ws3gw,1MXPTIE,10/06/2013,19/08/2020,250500000,T028,0,0,250500000,T028,5.6835,0,65197505.63,69008456.58,-3810950.947
MSCB0000908,ws3gx,1MXPTIE,10/06/2013,19/08/2020,163500000,T028,0,0,163500000,T028,5.6835,0,42554060.56,45041447.71,-2487387.145
MSCB0000909,ws3as,1MXPTIE,14/06/2013,13/07/2018,296000000,T028,0,0,296000000,T028,5.4445,0,44096602.51,50101613.85,-6005011.342
MSCB0000910,ws3vy,1MXPTIE,14/06/2013,03/04/2018,450000000,T028,0,0,450000000,T028,5.379,0,61251881.62,70577323.76,-9325442.145
MSCB0000911,ws3vz,1MXPTIE,14/06/2013,03/04/2018,300000000,T028,0,0,300000000,T028,5.379,0,40834587.75,47051549.18,-6216961.43
MSCB0000912,ws3w0,1MXPTIE,14/06/2013,03/04/2018,660000000,T028,0,0,660000000,T028,5.379,0,89836093.04,103513408.2,-13677315.15
MSCB0000913,ws3w1,1MXPTIE,14/06/2013,03/04/2018,90000000,T028,0,0,90000000,T028,5.379,0,12250376.32,14115464.75,-1865088.429
MSCB0000915,wq2tt,1MXPTIE,01/07/2013,11/04/2018,120000000,T028,0,0,120000000,T028,5.67,0,16382517.62,19818090.97,-3435573.354
MSCB0000916,ws2dd,1MXPTIE,24/07/2013,12/07/2023,172500000,T028,0,0,172500000,T028,6.335,0,68734471.05,74626915.5,-5892444.444
MSCB0000917,ws2de,1MXPTIE,24/07/2013,12/07/2023,104500000,T028,0,0,104500000,T028,6.335,0,41639143.33,45208769.1,-3569625.765
MSCB0000918,ws2df,1MXPTIE,24/07/2013,12/07/2023,12000000,T028,0,0,12000000,T028,6.335,0,4781528.421,5191437.6,-409909.1787
MSCB0000919,ws2dg,1MXPTIE,24/07/2013,12/07/2023,211000000,T028,0,0,211000000,T028,6.335,0,84075208.07,91282777.8,-7207569.726
MSCB0000920,3s21g,1MXPTIE,22/08/2013,23/02/2021,700000000,T028,0,0,700000000,T028,6.6073,0,199179891.6,239162274.8,-39982383.18
MSCB0000921,3sabd,1MXPTIE,05/09/2013,10/08/2020,370000000,T028,0,0,370000000,T028,6.656,0,95192153.63,117614406.3,-22422252.71
MSCB0000922,3sabp,1MXPTIE,05/09/2013,10/08/2020,334000000,T028,0,0,334000000,T028,6.656,0,85930214.36,106170842.5,-20240628.12
MSCB0000923,3sabq,1MXPTIE,05/09/2013,10/08/2020,218000000,T028,0,0,218000000,T028,6.656,0,56086187.81,69297136.71,-13210948.89
MSCB0000924,3sbzm,1MXPTIE,09/09/2013,23/02/2021,180000000,T028,0,0,180000000,T028,6.8301,0,51217686.41,63572629.74,-12354943.33
MSCB0000925,wr4qr,1MXPTIE,09/09/2013,05/04/2028,200000000,T028,0,0,200000000,T028,7.793,0,114799785.5,143645438.4,-28845652.89
MSCB0000926,3snsx,1MXPTIE,20/09/2013,01/09/2021,20000000,T028,0,0,20000000,T028,6.069,0,6228904.463,6745363.268,-516458.8056
MSCB0000927,3snun,1MXPTIE,20/09/2013,01/09/2021,180000000,T028,0,0,180000000,T028,6.069,0,56060140.16,60708269.41,-4648129.251
MSCB0000929,ws3r3,1MXPTIE,20/09/2013,19/06/2028,117000000,T028,0,0,117000000,T028,7.0318,0,68002602.88,76730759.13,-8728156.25
MSCB0000930,ws3r4,1MXPTIE,20/09/2013,19/06/2028,152000000,T028,0,0,152000000,T028,7.0318,0,88345261.86,99684405.03,-11339143.16
MSCB0000940,ws3mu,1MXPTIE,23/10/2013,11/10/2023,195000000,T028,0,0,195000000,T028,6.19,0,79647356.57,84016837.48,-4369480.913
MSCB0000941,ws3mv,1MXPTIE,23/10/2013,11/10/2023,185000000,T028,0,0,185000000,T028,6.19,0,75562876.75,79708281.71,-4145404.969
MSCB0000942,ws3mw,1MXPTIE,23/10/2013,11/10/2023,120000000,T028,0,0,120000000,T028,6.19,0,49013757.89,51702669.22,-2688911.331
MSCB0000953,ws3q8,1MXPTIE,31/10/2013,25/10/2018,24000000,T028,0,0,24000000,T028,5.2338,0,3955601.036,4238464.702,-282863.6658
MSCB0000954,ws3q9,1MXPTIE,31/10/2013,25/10/2018,432000000,T028,0,0,432000000,T028,5.2338,0,71200818.65,76292364.63,-5091545.984
MSCB0000955,ws3qa,1MXPTIE,31/10/2013,25/10/2018,288000000,T028,0,0,288000000,T028,5.2338,0,47467212.43,50861576.42,-3394363.989
MSCB0000956,ws3qb,1MXPTIE,31/10/2013,25/10/2018,456000000,T028,0,0,456000000,T028,5.2338,0,75156419.68,80530829.33,-5374409.65
MSCB0000981,3v4w8,1MXPTIE,17/12/2013,31/01/2018,266565000,T028,0,0,266565000,T028,4.96,0,34052547.42,36794508.74,-2741961.321
MSCB0000982,3v4wd,1MXPTIE,17/12/2013,31/01/2018,166705000,T028,0,0,166705000,T028,4.96,0,21295856.23,23010629.97,-1714773.74
MSCB0000983,3v4we,1MXPTIE,17/12/2013,31/01/2018,366729000,T028,0,0,366729000,T028,4.96,0,46848073.31,50620349.24,-3772275.931
MSCB0000988,3v7hb,1MXPTIE,20/12/2013,25/11/2033,195000000,T028,0,0,195000000,T028,7.78,0,141946674.4,170262504.2,-28315829.8
MSCB0000989,3v7hm,1MXPTIE,20/12/2013,25/11/2033,185000000,T028,0,0,185000000,T028,7.78,0,134667357.7,161531093.7,-26863735.96
MSCB0000990,3v7hn,1MXPTIE,20/12/2013,25/11/2033,120000000,T028,0,0,120000000,T028,7.78,0,87351799.62,104776925.7,-17425126.03
MSCB0000991,ws8ua,1MXPTIE,20/12/2013,08/12/2023,270100000,T028,0,0,270100000,T028,6.67,0,112085096.3,127005853.8,-14920757.49
MSCB0000992,ws8ub,1MXPTIE,20/12/2013,08/12/2023,175200000,T028,0,0,175200000,T028,6.67,0,72703846.24,82382175.42,-9678329.182
MSCB0000993,ws8uc,1MXPTIE,20/12/2013,08/12/2023,284700000,T028,0,0,284700000,T028,6.67,0,118143750.1,133871035.1,-15727284.92
MSCB0001034,3vdje,6TIEMXP,07/01/2014,12/10/2023,390000000,T028,6.7725,0,390000000,T028,0,0,183816082.1,159305021.4,24511060.67
MSCB0001035,3vdju,6TIEMXP,07/01/2014,12/10/2023,370000000,T028,6.7725,0,370000000,T028,0,0,174389616.4,151135533.2,23254083.2
MSCB0001036,3vdjv,6TIEMXP,07/01/2014,12/10/2023,240000000,T028,6.7725,0,240000000,T028,0,0,113117589,98033859.34,15083729.65
MSCB0001098,3x3c8,6TIEMXP,26/03/2014,07/03/2029,450000000,T028,7.309,0,450000000,T028,0,0,315746279.4,271112381.3,44633898.09
MSCB0001100,3x4ce,6TIEMXP,27/03/2014,18/03/2021,560000000,T028,6.13,0,560000000,T028,0,0,179545813.8,161393734,18152079.8
MSCB0001101,3x4cg,6TIEMXP,27/03/2014,18/03/2021,780000000,T028,6.13,0,780000000,T028,0,0,250081669.3,224798415.2,25283254.01
MSCB0001102,3x4ch,6TIEMXP,27/03/2014,18/03/2021,660000000,T028,6.13,0,660000000,T028,0,0,211607566.3,190214043.7,21393522.62
MSCB0001108,wsb4j,1MXPTIE,07/01/2014,12/10/2023,390000000,T028,0,0,390000000,T028,6.7425,0,159305021.4,183001835.9,-23696814.46
MSCB0001109,wsb4k,1MXPTIE,07/01/2014,12/10/2023,370000000,T028,0,0,370000000,T028,6.7425,0,151135533.2,173617126.4,-22481593.21
MSCB0001110,wsb4m,1MXPTIE,07/01/2014,12/10/2023,240000000,T028,0,0,240000000,T028,6.7425,0,98033859.34,112616514.4,-14582655.05
MSCB0001173,wahmz,1MXPTIE,26/03/2014,07/03/2029,450000000,T028,0,0,450000000,T028,7.279,0,271112381.3,314450289.7,-43337908.44
MSCB0001177,wahwf,1MXPTIE,27/03/2014,18/03/2021,560000000,T028,0,0,560000000,T028,6.1,0,161393734,178667123.1,-17273389.03
MSCB0001178,wahwg,1MXPTIE,27/03/2014,18/03/2021,780000000,T028,0,0,780000000,T028,6.1,0,224798415.2,248857778.5,-24059363.29
MSCB0001179,wahwh,1MXPTIE,27/03/2014,18/03/2021,660000000,T028,0,0,660000000,T028,6.1,0,190214043.7,210571966.5,-20357922.79
MSCB0001184,3xbuu,6LUSUSD,07/04/2014,08/04/2024,9250000,LUS182,2.9125,0,9250000,LUS091,0,0,36682455.15,23577371.9,13105083.25
MSCB0001185,3xbw1,6LUSUSD,07/04/2014,08/04/2024,1000000,LUS182,2.9125,0,1000000,LUS091,0,0,3965670.827,2548905.07,1416765.757
MSCB0001186,3xbw2,6LUSUSD,07/04/2014,08/04/2024,6750000,LUS182,2.9125,0,6750000,LUS091,0,0,26768278.08,17205109.22,9563168.858
MSCB0001187,3xbw3,6LUSUSD,07/04/2014,08/04/2024,8000000,LUS182,2.9125,0,8000000,LUS091,0,0,31725366.61,20391240.56,11334126.05
MSCB0001198,3ug1u,6LUSUSD,15/05/2014,15/05/2024,2000000,LUS182,2.69875,0,2000000,LUS091,0,0,7329467.921,5157482.888,2171985.033
MSCB0001199,3ug1v,6LUSUSD,15/05/2014,15/05/2024,35000000,LUS182,2.69875,0,35000000,LUS091,0,0,128265688.6,90255950.54,38009738.08
MSCB0001200,3ug1w,6LUSUSD,15/05/2014,15/05/2024,39000000,LUS182,2.69875,0,39000000,LUS091,0,0,142924624.5,100570916.3,42353708.15
MSCB0001201,3uh34,6LUSUSD,16/05/2014,16/05/2024,2000000,LUS182,2.639,0,2000000,LUS091,0,0,7169091.921,5159298.589,2009793.332
MSCB0001202,3uh5c,6LUSUSD,16/05/2014,16/05/2024,24000000,LUS182,2.639,0,24000000,LUS091,0,0,86029103.05,61911583.07,24117519.99
MSCB0001203,3uh5d,6LUSUSD,16/05/2014,16/05/2024,39000000,LUS182,2.639,0,39000000,LUS091,0,0,139797292.5,100606322.5,39190969.98
MSCB0001204,3uh5e,6LUSUSD,16/05/2014,16/05/2024,35000000,LUS182,2.639,0,35000000,LUS091,0,0,125459108.6,90287725.31,35171383.31
MSCB0001212,wan4t,1USDLUS,07/04/2014,08/04/2024,9250000,LUS091,0,0,9250000,LUS182,2.8825,0,23577371.9,36304610.12,-12727238.22
MSCB0001213,wan4u,1USDLUS,07/04/2014,08/04/2024,1000000,LUS091,0,0,1000000,LUS182,2.8825,0,2548905.07,3924822.715,-1375917.645
MSCB0001214,wan4v,1USDLUS,07/04/2014,08/04/2024,6750000,LUS091,0,0,6750000,LUS182,2.8825,0,17205109.22,26492553.33,-9287444.105
MSCB0001215,wan4w,1USDLUS,07/04/2014,08/04/2024,8000000,LUS091,0,0,8000000,LUS182,2.8825,0,20391240.56,31398581.72,-11007341.16
MSCB0001226,4q6qy,1USDLUS,15/05/2014,15/05/2024,2000000,LUS091,0,0,2000000,LUS182,2.66875,0,5157482.888,7247991.668,-2090508.78
MSCB0001227,4q6qz,1USDLUS,15/05/2014,15/05/2024,35000000,LUS091,0,0,35000000,LUS182,2.66875,0,90255950.54,126839854.2,-36583903.66
MSCB0001228,4q6r0,1USDLUS,15/05/2014,15/05/2024,39000000,LUS091,0,0,39000000,LUS182,2.66875,0,100570916.3,141335837.5,-40764921.22
MSCB0001229,4q75f,1USDLUS,16/05/2014,16/05/2024,2000000,LUS091,0,0,2000000,LUS182,2.609,0,5159298.589,7087594.097,-1928295.508
MSCB0001230,4q75g,1USDLUS,16/05/2014,16/05/2024,24000000,LUS091,0,0,24000000,LUS182,2.609,0,61911583.07,85051129.16,-23139546.1
MSCB0001231,4q75h,1USDLUS,16/05/2014,16/05/2024,39000000,LUS091,0,0,39000000,LUS182,2.609,0,100606322.5,138208084.9,-37601762.41
MSCB0001232,4q75j,1USDLUS,16/05/2014,16/05/2024,35000000,LUS091,0,0,35000000,LUS182,2.609,0,90287725.31,124032896.7,-33745171.39
MSCB0001240,3x9kx,6TIEMXP,02/04/2014,24/03/2021,247500000,T028,6.19,0,247500000,T028,0,0,81247353.2,72032645.16,9214708.048
MSCB0001241,3x9ky,6TIEMXP,02/04/2014,24/03/2021,339167000,T028,6.19,0,339167000,T028,0,0,111339074.9,98711499.64,12627575.29
MSCB0001242,3x9kz,6TIEMXP,02/04/2014,24/03/2021,293333000,T028,6.19,0,293333000,T028,0,0,96293049.93,85371926.88,10921123.05
MSCB0001243,3xar1,6TIEMXP,03/04/2014,28/03/2019,40000000,T028,5.6,0,40000000,T028,0,0,8433982.434,7555596.539,878385.8949
MSCB0001244,3xarb,6TIEMXP,03/04/2014,28/03/2019,370000000,T028,5.6,0,370000000,T028,0,0,78014337.51,69889267.99,8125069.527
MSCB0001245,3xarc,6TIEMXP,03/04/2014,28/03/2019,270000000,T028,5.6,0,270000000,T028,0,0,56929381.43,51000276.64,5929104.79
MSCB0001246,3xard,6TIEMXP,03/04/2014,28/03/2019,320000000,T028,5.6,0,320000000,T028,0,0,67471859.47,60444772.31,7027087.159
MSCB0001251,3xcpf,6TIEMXP,07/04/2014,01/04/2019,40000000,T028,5.495,0,40000000,T028,0,0,8271235.225,7563682.474,707552.7515
MSCB0001252,3xcpy,6TIEMXP,07/04/2014,01/04/2019,370000000,T028,5.495,0,370000000,T028,0,0,76508925.83,69964062.88,6544862.951
MSCB0001253,3xcpz,6TIEMXP,07/04/2014,01/04/2019,270000000,T028,5.495,0,270000000,T028,0,0,55830837.77,51054856.7,4775981.073
MSCB0001254,3xcq0,6TIEMXP,07/04/2014,01/04/2019,320000000,T028,5.495,0,320000000,T028,0,0,66169881.8,60509459.79,5660422.012
MSCB0001257,3xpsd,6TIEMXP,30/04/2014,07/03/2029,200000000,T028,7.2682,0,200000000,T028,0,0,139548326,120494391.7,19053934.29
MSCB0001259,3udn7,6TIEMXP,12/05/2014,23/10/2020,500000000,T028,5.7283,0,500000000,T028,0,0,141912348.5,134234408.7,7677939.716
MSCB0001260,4q6pf,6TIEMXP,14/05/2014,17/09/2018,1000000000,T028,5.17,0,1000000000,T028,0,0,171318788.4,160178307.4,11140481.01
MSCB0001279,4qauv,6TIEMXP,29/05/2014,02/04/2018,2100000000,T028,4.8765,0,2100000000,T028,0,0,298631108.8,285735591.4,12895517.38
MSCB0001282,wambc,1MXPTIE,02/04/2014,24/03/2021,120000000,T028,,0,120000000,T028,6.16,0,34924918.86,39201738.54,-4276819.677
MSCB0001283,wambd,1MXPTIE,02/04/2014,24/03/2021,247500000,T028,,0,247500000,T028,6.16,0,72032645.16,80853585.74,-8820940.585
MSCB0001284,wambe,1MXPTIE,02/04/2014,24/03/2021,339167000,T028,,0,339167000,T028,6.16,0,98711499.64,110799467.1,-12087967.5
MSCB0001285,wambf,1MXPTIE,02/04/2014,24/03/2021,293333000,T028,,0,293333000,T028,6.16,0,85371926.88,95826363.1,-10454436.22
MSCB0001286,wamsm,1MXPTIE,03/04/2014,28/03/2019,40000000,T028,,0,40000000,T028,5.57,0,7555596.539,8388800.385,-833203.8461
MSCB0001287,wamsn,1MXPTIE,03/04/2014,28/03/2019,370000000,T028,,0,370000000,T028,5.57,0,69889267.99,77596403.56,-7707135.576
MSCB0001288,wamsp,1MXPTIE,03/04/2014,28/03/2019,270000000,T028,,0,270000000,T028,5.57,0,51000276.64,56624402.6,-5624125.961
MSCB0001289,wamsq,1MXPTIE,03/04/2014,28/03/2019,320000000,T028,,0,320000000,T028,5.57,0,60444772.31,67110403.08,-6665630.769
MSCB0001294,wangp,1MXPTIE,07/04/2014,01/04/2019,40000000,T028,,0,40000000,T028,5.465,0,7563682.474,8226078.345,-662395.8713
MSCB0001295,wangq,1MXPTIE,07/04/2014,01/04/2019,370000000,T028,,0,370000000,T028,5.465,0,69964062.88,76091224.69,-6127161.809
MSCB0001296,wangr,1MXPTIE,07/04/2014,01/04/2019,270000000,T028,,0,270000000,T028,5.465,0,51054856.7,55526028.83,-4471172.131
MSCB0001297,wangs,1MXPTIE,07/04/2014,01/04/2019,320000000,T028,,0,320000000,T028,5.465,0,60509459.79,65808626.76,-5299166.97
MSCB0001301,wasvz,1MXPTIE,30/04/2014,07/03/2029,200000000,T028,,0,200000000,T028,7.2382,0,120494391.7,138972330.6,-18477938.89
MSCB0001302,4q4m1,1MXPTIE,12/05/2014,23/10/2020,500000000,T028,,0,500000000,T028,5.6983,0,134234408.7,141169131.4,-6934722.626
MSCB0001303,3ufu3,1MXPTIE,14/05/2014,17/09/2018,1000000000,T028,,0,1000000000,T028,5.14,0,160178307.4,170324675.6,-10146368.12
MSCB0001319,3uu52,1MXPTIE,29/05/2014,02/04/2018,2100000000,T028,,0,2100000000,T028,4.8465,0,285735591.4,296793944.2,-11058352.76
MSCB0001325,3vds2,5LUSTIE,08/01/2014,20/04/2023,145000000,LUS091,,0,1898050000,T028,0,0,2074199312,1900081567,174117745.1
MSCB0001326,wsb6q,5TIELUS,08/01/2014,20/04/2023,1898050000,T028,,0,145000000,LUS091,0,0,1900081567,2074199312,-174117745.1
MSCB0001327,3x9js,6TIEMXP,02/04/2014,24/03/2021,120000000,T028,,0,120000000,T028,0,0,39392656.1,34924918.86,4467737.235
MSCB0001337,4qewr,6TIEMXP,10/06/2014,02/04/2018,3000000000,T028,,0,3000000000,T028,0,0,397614914,408193702,-10578788.08
MSCB0001342,4qg41,6TIEMXP,12/06/2014,30/05/2024,60000000,T028,,0,60000000,T028,0,0,27197035.85,26059887.97,1137147.889
MSCB0001344,4qh0e,6TIEMXP,13/06/2014,31/05/2024,60000000,T028,,0,60000000,T028,0,0,27060985.31,26060720.89,1000264.424
MSCB0001347,4qh26,6TIEMXP,13/06/2014,02/04/2018,2000000000,T028,,0,2000000000,T028,0,0,264225098.1,272129134.7,-7904036.608
MSCB0001348,3hen4,6TIEMXP,16/06/2014,08/06/2021,1500000000,T028,,0,1500000000,T028,0,0,459810838.2,449639892.6,10170945.6
MSCB0001349,3hen5,6TIEMXP,16/06/2014,08/06/2021,650000000,T028,,0,650000000,T028,0,0,199251363.2,194843953.5,4407409.759
MSCB0001350,3hen6,6TIEMXP,16/06/2014,08/06/2021,3260000000,T028,,0,3260000000,T028,0,0,999322221.8,977217366.7,22104855.1
MSCB0001352,4qhyy,6TIEMXP,16/06/2014,17/09/2018,9250000000,T028,,0,9250000000,T028,0,0,1446612370,1481649344,-35036973.51
MSCB0001353,3hftv,6TIEMXP,17/06/2014,08/06/2021,3130000000,T028,,0,3130000000,T028,0,0,962765621,938248576,24517045.01
MSCB0001354,3hfun,6TIEMXP,17/06/2014,08/06/2021,1250000000,T028,,0,1250000000,T028,0,0,384491062.7,374699910.5,9791152.161
MSCB0001355,3hfup,6TIEMXP,17/06/2014,08/06/2021,1450000000,T028,,0,1450000000,T028,0,0,446009632.7,434651896.2,11357736.51
MSCB0001356,4qj8q,6TIEMXP,17/06/2014,12/01/2023,560000000,T028,,0,560000000,T028,0,0,217190975,210385799.1,6805175.952
MSCB0001359,3hhz2,6TIEMXP,19/06/2014,08/06/2021,2000000000,T028,,0,2000000000,T028,0,0,622567928.7,599519856.9,23048071.86
MSCB0001365,3hntt,6TIEMXP,25/06/2014,08/06/2021,1500000000,T028,,0,1500000000,T028,0,0,458758546.9,449639892.6,9118654.269
MSCB0001371,3hqhy,6TIEMXP,27/06/2014,08/06/2021,1000000000,T028,,0,1000000000,T028,0,0,301419407.7,299759928.4,1659479.262
MSCB0001375,3hrah,6TIEMXP,30/06/2014,08/06/2021,1000000000,T028,,0,1000000000,T028,0,0,300631538.3,299759928.4,871609.8566
MSCB0001379,3hs1d,6TIEMXP,01/07/2014,08/06/2021,1300000000,T028,,0,1300000000,T028,0,0,391241916.3,389687907,1554009.345
MSCB0001380,3hs1q,6TIEMXP,01/07/2014,08/06/2021,1300000000,T028,,0,1300000000,T028,0,0,391241916.3,389687907,1554009.345
MSCB0001393,3h8te,1MXPTIE,10/06/2014,02/04/2018,3000000000,T028,,0,3000000000,T028,4.515,0,408193702,394990393.1,13203308.97
MSCB0001398,3hb6t,1MXPTIE,12/06/2014,30/05/2024,60000000,T028,,0,60000000,T028,6.17,0,26059887.97,27065437.29,-1005549.329
MSCB0001399,3hcjq,1MXPTIE,13/06/2014,31/05/2024,60000000,T028,,0,60000000,T028,6.14,0,26060720.89,26929408.4,-868687.5104
MSCB0001402,3hcn8,1MXPTIE,13/06/2014,02/04/2018,2000000000,T028,,0,2000000000,T028,4.5004,0,272129134.7,262475417.5,9653717.197
MSCB0001405,3he9q,1MXPTIE,16/06/2014,17/09/2018,9250000000,T028,,0,9250000000,T028,4.6895,0,1481649344,1437416826,44232517.76
MSCB0001406,4qj3a,1MXPTIE,16/06/2014,08/06/2021,1500000000,T028,,0,1500000000,T028,5.6505,0,449639892.6,457382473.6,-7742580.992
MSCB0001407,4qj3b,1MXPTIE,16/06/2014,08/06/2021,650000000,T028,,0,650000000,T028,5.6505,0,194843953.5,198199071.9,-3355118.43
MSCB0001408,4qj3c,1MXPTIE,16/06/2014,08/06/2021,3260000000,T028,,0,3260000000,T028,5.6505,0,977217366.7,994044576,-16827209.36
MSCB0001409,3hfm4,1MXPTIE,17/06/2014,12/01/2023,560000000,T028,,0,560000000,T028,5.956,0,210385799.1,216102480.3,-5716681.256
MSCB0001411,4qjaw,1MXPTIE,17/06/2014,08/06/2021,3130000000,T028,,0,3130000000,T028,5.67,0,938248576,957698433.5,-19449857.53
MSCB0001412,4qjax,1MXPTIE,17/06/2014,08/06/2021,1250000000,T028,,0,1250000000,T028,5.67,0,374699910.5,382467425.5,-7767514.989
MSCB0001413,4qjay,1MXPTIE,17/06/2014,08/06/2021,1450000000,T028,,0,1450000000,T028,5.67,0,434651896.2,443662213.6,-9010317.387
MSCB0001415,4qk4w,1MXPTIE,19/06/2014,08/06/2021,2000000000,T028,,0,2000000000,T028,5.7384,0,599519856.9,619330109.2,-19810252.39
MSCB0001421,4qmya,1MXPTIE,25/06/2014,08/06/2021,1500000000,T028,,0,1500000000,T028,5.6375,0,449639892.6,456330182.3,-6690289.663
MSCB0001430,4qns3,1MXPTIE,27/06/2014,08/06/2021,1000000000,T028,,0,1000000000,T028,5.5556,0,299759928.4,299800498,-40569.5246
MSCB0001434,4qp2v,1MXPTIE,30/06/2014,08/06/2021,1000000000,T028,,0,1000000000,T028,5.541,0,299759928.4,299012628.5,747299.8811
MSCB0001438,4qp9s,1MXPTIE,01/07/2014,08/06/2021,1300000000,T028,,0,1300000000,T028,5.547,0,389687907,389137333.6,550573.3136
MSCB0001439,4qp9t,1MXPTIE,01/07/2014,08/06/2021,1300000000,T028,,0,1300000000,T028,5.547,0,389687907,389137333.6,550573.3136
MSCB0001448,3hhuh,6LUSUSD,20/06/2014,20/06/2017,38431000,LUS182,,0,38431000,LUS091,0,0,15709004.88,11440668.16,4268336.729
MSCB0001449,3hhwe,6LUSUSD,20/06/2014,20/06/2017,32881000,LUS182,,0,32881000,LUS091,0,0,13440394.2,9788467.893,3651926.309
MSCB0001450,3hhwf,6LUSUSD,20/06/2014,20/06/2017,28688000,LUS182,,0,28688000,LUS091,0,0,11726469.05,8540238.038,3186231.014
MSCB0001461,4qk2p,1USDLUS,20/06/2014,20/06/2017,38431000,LUS091,,0,38431000,LUS182,1.0335,0,11440668.16,15265938.23,-3825270.078
MSCB0001462,4qk2q,1USDLUS,20/06/2014,20/06/2017,32881000,LUS091,,0,32881000,LUS182,1.0335,0,9788467.893,13061312.87,-3272844.98
MSCB0001463,4qk2r,1USDLUS,20/06/2014,20/06/2017,28688000,LUS091,,0,28688000,LUS182,1.0335,0,8540238.038,11395728.35,-2855490.307
MSCB0001469,3j46j,6LUSUSD,17/07/2014,17/07/2019,1000000,LUS182,,0,1000000,LUS091,0,0,1200157.001,910765.7433,289391.2576
MSCB0001470,3j46p,6LUSUSD,17/07/2014,17/07/2019,26070000,LUS182,,0,26070000,LUS091,0,0,31288093.01,23743662.93,7544430.085
MSCB0001471,3j46q,6LUSUSD,17/07/2014,17/07/2019,22910000,LUS182,,0,22910000,LUS091,0,0,27495596.89,20865643.18,6629953.711
MSCB0001472,3j46r,6LUSUSD,17/07/2014,17/07/2019,30020000,LUS182,,0,30020000,LUS091,0,0,36028713.17,27341187.62,8687525.552
MSCB0001481,4qsur,1USDLUS,17/07/2014,17/07/2019,1000000,LUS091,,0,1000000,LUS182,1.75625,0,910765.7433,1180000.41,-269234.6669
MSCB0001482,4qsus,1USDLUS,17/07/2014,17/07/2019,26070000,LUS091,,0,26070000,LUS182,1.75625,0,23743662.93,30762610.7,-7018947.767
MSCB0001483,4qsut,1USDLUS,17/07/2014,17/07/2019,22910000,LUS091,,0,22910000,LUS182,1.75625,0,20865643.18,27033809.4,-6168166.219
